root@ubuntu-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
00:19:00.793573 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 4126503697:4126503805, ack 2999390586, win 501, length 108
00:19:01.356035 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 196832, win 512, length 0
00:19:01.356052 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 200260:200432, ack 109, win 501, length 172
00:19:01.358800 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 197720, win 509, length 0
00:19:01.358800 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 198064, win 507, length 0
00:19:01.358819 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 200432:200824, ack 109, win 501, length 392
00:19:01.358897 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 200824:200972, ack 109, win 501, length 148
00:19:01.358949 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 200972:201008, ack 109, win 501, length 36
00:19:01.358985 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 201008:201156, ack 109, win 501, length 148
00:19:01.359034 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 201156:201328, ack 109, win 501, length 172
00:19:01.364130 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 198236, win 513, length 0
00:19:01.364149 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 201328:201936, ack 109, win 501, length 608
00:19:01.365126 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 199040, win 510, length 0
00:19:01.365137 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 201936:202328, ack 109, win 501, length 392
00:19:01.365178 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 202328:202476, ack 109, win 501, length 148
00:19:01.365207 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 202476:202512, ack 109, win 501, length 36
00:19:01.365240 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 202512:202684, ack 109, win 501, length 172
00:19:01.366803 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 200260, win 513, length 0
00:19:01.366818 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 202684:203156, ack 109, win 501, length 472
00:19:01.366875 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 203156:203304, ack 109, win 501, length 148
00:19:01.366912 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 203304:203476, ack 109, win 501, length 172
00:19:01.366957 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 203476:203784, ack 109, win 501, length 308
00:19:01.366994 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 203784:203956, ack 109, win 501, length 172
00:19:01.368936 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 200432, win 512, length 0
00:19:01.368953 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 203956:204128, ack 109, win 501, length 172
00:19:01.372230 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 201328, win 509, length 0
00:19:01.372249 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204128:204520, ack 109, win 501, length 392
00:19:01.372326 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204520:204668, ack 109, win 501, length 148
00:19:01.372361 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204668:204704, ack 109, win 501, length 36
00:19:01.372398 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204704:204876, ack 109, win 501, length 172
00:19:01.372424 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204876:204912, ack 109, win 501, length 36
00:19:01.372455 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 204912:205084, ack 109, win 501, length 172
00:19:01.378244 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 201936, win 513, length 0
00:19:01.378269 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 205084:205728, ack 109, win 501, length 644
00:19:01.378577 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 202684, win 510, length 0
00:19:01.378588 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 205728:206120, ack 109, win 501, length 392
00:19:01.378629 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 206120:206268, ack 109, win 501, length 148
00:19:01.378675 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 206268:206304, ack 109, win 501, length 36
00:19:01.378709 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 206304:206476, ack 109, win 501, length 172
00:19:01.379508 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 203476, win 513, length 0
00:19:01.379515 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 206476:207056, ack 109, win 501, length 580
00:19:01.379553 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 207056:207204, ack 109, win 501, length 148
00:19:01.379599 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 207204:207504, ack 109, win 501, length 300
00:19:01.380159 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 203956, win 511, length 0
00:19:01.380166 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 207504:207676, ack 109, win 501, length 172
00:19:01.380216 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 207676:207824, ack 109, win 501, length 148
00:19:01.382001 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 204128, win 510, length 0
00:19:01.382017 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 207824:208132, ack 109, win 501, length 308
00:19:01.385285 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 205084, win 513, length 0
00:19:01.385323 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208132:208524, ack 109, win 501, length 392
00:19:01.385403 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208524:208672, ack 109, win 501, length 148
00:19:01.385436 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208672:208708, ack 109, win 501, length 36
00:19:01.385471 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208708:208880, ack 109, win 501, length 172
00:19:01.385498 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208880:208916, ack 109, win 501, length 36
00:19:01.385531 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 208916:209088, ack 109, win 501, length 172
00:19:01.385566 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 209088:209260, ack 109, win 501, length 172
00:19:01.394433 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 207824, win 513, length 0
00:19:01.394466 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 209260:209868, ack 109, win 501, length 608
00:19:01.394591 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 209868:210016, ack 109, win 501, length 148
00:19:01.394626 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210016:210052, ack 109, win 501, length 36
00:19:01.394679 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210052:210224, ack 109, win 501, length 172
00:19:01.394706 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210224:210260, ack 109, win 501, length 36
00:19:01.394738 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210260:210432, ack 109, win 501, length 172
00:19:01.394762 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210432:210468, ack 109, win 501, length 36
00:19:01.394810 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210468:210904, ack 109, win 501, length 436
00:19:01.394857 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 210904:211340, ack 109, win 501, length 436
00:19:01.394897 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 211340:211512, ack 109, win 501, length 172
00:19:01.398422 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [P.], seq 109:145, ack 208132, win 512, length 36
00:19:01.398443 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 211512:211684, ack 145, win 501, length 172
00:19:01.399059 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 208916, win 509, length 0
00:19:01.399067 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 211684:212020, ack 145, win 501, length 336
00:19:01.399090 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 209260, win 507, length 0
00:19:01.399116 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 212020:212168, ack 145, win 501, length 148
00:19:01.399142 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 212168:212204, ack 145, win 501, length 36
00:19:01.399180 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 212204:212488, ack 145, win 501, length 284
00:19:01.399232 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 212488:212924, ack 145, win 501, length 436
00:19:01.399269 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 212924:213096, ack 145, win 501, length 172
00:19:01.399305 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 213096:213268, ack 145, win 501, length 172
00:19:01.399340 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 213268:213440, ack 145, win 501, length 172
00:19:01.402241 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [P.], seq 145:181, ack 209260, win 507, length 36
^C
1270 packets captured
1270 packets received by filter
0 packets dropped by kernel
root@ubuntu-s-1vcpu-1gb-nyc1-01:~#






























